danmaku_id,progress,mode,fontsize,color,midHash,content,ctime,weight,action,pool,idStr
1221240284441008128,473128,1,25,15138834,a543ff98,边角料,1672674386,,,,1221240284441008128
1221240234889831424,560409,1,25,16777215,7adece56,辣椒酱（doge,1672674380,,,,1221240234889831424
1221239863182069248,467366,5,25,16777215,2450ed9b,请把边角料炫我嘴里,1672674336,,,,1221239863182069248
1221238451110736640,335744,1,25,15138834,a543ff98,这么高科技的吗,1672674168,,,,1221238451110736640
1221238272987457280,327730,1,25,15138834,a543ff98,上家伙,1672674146,,,,1221238272987457280
1221237674384497152,269026,1,25,15138834,a543ff98,家里有,1672674075,,,,1221237674384497152
1221237502242036992,585313,1,25,16777215,2c4c86d0,好稳的手,1672674055,,,,1221237502242036992
1221237387167095296,834664,1,25,6830715,909f72f2,小叶紫檀适配度不高啊，可以选其他适配度高的昂贵木材啊,1672674041,,,,1221237387167095296
1221237281294363136,231212,1,25,16777215,a543ff98,大户人家,1672674028,,,,1221237281294363136
1221236976100220672,202710,1,25,16777215,a543ff98,直接上手稿,1672673992,,,,1221236976100220672
1221236502999562240,160137,1,25,16777215,a543ff98,大白鹅,1672673935,,,,1221236502999562240
1221236289089679616,145621,1,25,16777215,a543ff98,炼金材料,1672673910,,,,1221236289089679616
1221236266398661376,169679,1,25,16777215,d89c7fb5,应急食品,1672673907,,,,1221236266398661376
1221235716248666624,90578,1,25,16777215,a543ff98,还没有还回来,1672673842,,,,1221235716248666624
1221235678063600896,9833,1,25,16777215,95c9b84a,确实还得是麒麟哥,1672673837,,,,1221235678063600896
1221235305667930880,182934,1,25,16777215,9ca72570,我带刀好人，你什么身份,1672673793,,,,1221235305667930880
1221235287146310144,53809,1,25,16777215,a543ff98,普通,1672673790,,,,1221235287146310144
1221235249104004096,318620,1,25,16777215,114eb6e8,匠,1672673786,,,,1221235249104004096
1221235206892267776,171160,1,25,16777215,9ca72570,我铁好人,1672673781,,,,1221235206892267776
1221235120145444864,808255,1,25,16777215,63f5659,接下来开始喂血了吧,1672673771,,,,1221235120145444864
1221234874686722048,11662,1,25,16777215,a543ff98,军火展示,1672673741,,,,1221234874686722048
1221234467780278016,203287,1,25,16777215,49203227,我是加拿大网红，有没有好人跟我走,1672673693,,,,1221234467780278016
1221234285823104256,181604,1,25,16777215,49203227,我是加拿大网红,1672673671,,,,1221234285823104256
1221233707697164800,554496,1,25,16777215,ed7050d9,卧槽,1672673602,,,,1221233707697164800
1221233130745603328,124223,1,25,16777215,569a2068,狗哥想上手了,1672673533,,,,1221233130745603328
1221232933604721152,844920,1,25,16777215,17c39f2d,好刀角！！！！！！！！！！！！,1672673510,,,,1221232933604721152
1221232891351296000,1000202,1,25,16777215,9c857fbc,6,1672673505,,,,1221232891351296000
1221232698480623104,328068,1,25,16777215,a1779da9,老板大气!,1672673482,,,,1221232698480623104
1221232657736698368,435770,1,25,16777215,d2479bea,笨香蕉,1672673477,,,,1221232657736698368
1221232614845914880,177569,1,25,16777215,288d2fef,娇娇,1672673472,,,,1221232614845914880
1221232551990182400,780950,1,25,41194,28b8d56c,注入灵魂,1672673464,,,,1221232551990182400
1221232539474237952,802815,1,25,16777215,89d6a48a,润,1672673463,,,,1221232539474237952
1221232518486169856,382659,5,25,16707842,f4f91e0a,每一锤，都锤在了我的心巴上,1672673460,,,,1221232518486169856
1221232460957122048,174186,1,25,16777215,60442cea,谁炖鹅放孜然的？？？？,1672673454,,,,1221232460957122048
1221232333265433088,553502,1,25,16777215,b9877ae0,边角料可以撒在我眼睛里吗？,1672673438,,,,1221232333265433088
1221231790262623744,928499,5,25,16777215,9d79b726,地下水？(bushi),1672673374,,,,1221231790262623744
1221231746298127360,787270,1,25,16777215,74db411e,注入灵魂,1672673368,,,,1221231746298127360
1221231193237181440,313602,1,25,16777215,b3376088,老板大气,1672673302,,,,1221231193237181440
1221231163390240000,581396,1,25,41194,f30d88b8,twistzz,1672673299,,,,1221231163390240000
1221230981088967936,866500,1,25,16777215,836a1270,期待个大地球滑步,1672673277,,,,1221230981088967936
1221230727115744256,354573,5,25,15138834,cef2884a,巧克力金条,1672673247,,,,1221230727115744256
1221230512769997056,350478,5,18,15138834,cef2884a,肯定冷却完全再拿的啊，哪来的无情铁手，真无情手都得熟了,1672673221,,,,1221230512769997056
1221230363620282368,217700,1,25,16777215,b3376088,黄金？,1672673204,,,,1221230363620282368
1221230139401064704,1004993,1,25,16777215,b5e1a8fb,要是搞个小琴料当刀柄就好了,1672673177,,,,1221230139401064704
1221229963358120960,179461,1,25,16777215,d806060e,备用粮食,1672673156,,,,1221229963358120960
1221229033086575360,953917,1,25,16777215,a3ddb0a1,？,1672673045,,,,1221229033086575360
1221228771336869120,932097,1,25,16777215,6dcc655e,roll了,1672673014,,,,1221228771336869120
1221227968991781888,477294,4,25,16776960,b5c1591c,组团偷边角料（927/999）,1672672918,,,,1221227968991781888
1221227891472338688,810219,5,25,16777215,37d52ba9,爪子刀（★） | 传说 （崭新出厂）,1672672909,,,,1221227891472338688
1221227819179281152,762070,1,25,16777215,e7c1c672,有一说一这水印毁了这把刀,1672672900,,,,1221227819179281152
1221227761138467584,810219,5,25,16777215,37d52ba9,爪子刀（★）丨才浅（崭新出厂）,1672672893,,,,1221227761138467584
1221227717593572352,785255,1,25,16777215,a3ddb0a1,以后才师傅出名了就加价了，相信才师傅这么年轻,1672672888,,,,1221227717593572352
1221227484868033024,471534,5,25,16776960,9d79b726,组团偷边角料（8/999）,1672672860,,,,1221227484868033024
1221227419848091392,657086,1,25,16777215,3cb465dc,焯字：没必要,1672672853,,,,1221227419848091392
1221227231876363008,649320,1,25,16777215,3cb465dc,逆天,1672672830,,,,1221227231876363008
1221226846033810176,292717,1,25,16646914,3a608075,????????????????????????????????????????????,1672672784,,,,1221226846033810176
1221226750613419776,281352,1,25,16777215,3a608075,?????????????????????????????????????????????,1672672773,,,,1221226750613419776
1221226387898236672,312018,1,25,16777215,b6d9d3d4,老板大气！,1672672730,,,,1221226387898236672
1221226259410157312,222785,1,25,16777215,3a608075,?????????????????,1672672714,,,,1221226259410157312
1221225394351698176,472234,1,25,16777215,947ed888,sprdlwlditid,1672672611,,,,1221225394351698176
1221225210062092800,235424,1,25,16777215,21f988cf,?????????,1672672589,,,,1221225210062092800
1221224673677936384,282662,1,25,16777215,31aa22c8,???????????????,1672672525,,,,1221224673677936384
1221224606225365248,668308,1,25,16777215,a5242e92,500克黄金都上了，桌子就不算啥了,1672672517,,,,1221224606225365248
1221224546372438528,1008363,1,25,16777215,e48cfd1f,6,1672672510,,,,1221224546372438528
1221224535509106432,130820,1,25,16777215,b506c30c,梦想之一心是吧,1672672509,,,,1221224535509106432
1221224307775276544,722780,1,25,16777215,8453b767,几百年后，韩国：这是我们国家的东西,1672672482,,,,1221224307775276544
1221224289043359744,583353,1,25,16777215,444e0bc4,太细了,1672672479,,,,1221224289043359744
1221224148584745216,315854,1,25,16776960,b5c1591c,这裤子挺潮流,1672672463,,,,1221224148584745216
1221224087649922816,839581,1,25,16777215,da6f4697,刀柄变成黑色就好看了,1672672455,,,,1221224087649922816
1221224076904023296,303898,1,25,16777215,b5e1a8fb,有钱人怎么会浪费，这么大的整版，真有钱哈哈哈、,1672672454,,,,1221224076904023296
1221223949329974272,499976,1,25,16777215,caebe730,边角料给我煲汤,1672672439,,,,1221223949329974272
1221223931957289728,318681,1,25,16777215,b5c1591c,老板大气,1672672437,,,,1221223931957289728
1221223822527881984,321235,1,25,16777215,b5c1591c,老板大气,1672672424,,,,1221223822527881984
1221223696640116480,369566,1,25,16777215,2032d9c7,弄啥嘞,1672672409,,,,1221223696640116480
1221223451281737984,347685,1,25,16777215,2032d9c7,金钱的味道,1672672380,,,,1221223451281737984
1221223315805350400,345765,1,25,16777215,2032d9c7,？？,1672672363,,,,1221223315805350400
1221222768432084736,997005,1,25,16777215,215d9135,ROLL了,1672672298,,,,1221222768432084736
1221222273697224704,219073,1,25,16777215,2032d9c7,？？,1672672239,,,,1221222273697224704
1221222138456032512,198025,5,25,16707842,cd7d4f11,你这是违法行为，忽略，任何邪恶终将绳之以法,1672672223,,,,1221222138456032512
1221221958461583360,361158,1,25,16777215,a3a5e91,《交叉火力》,1672672202,,,,1221221958461583360
1221221873912987392,317120,1,25,16777215,ae9172d,老板大气,1672672191,,,,1221221873912987392
1221221772720889856,903222,1,25,16777215,4c889d8c,所以我就偷偷换成黄铜了,1672672179,,,,1221221772720889856
1221221511105812736,409843,1,25,16777215,f9f3e1f1,不需要加硼砂，不是为了融化黄金,1672672148,,,,1221221511105812736
1221221324484506880,357683,1,25,16777215,98c6a563,然后他又打了个面具,1672672126,,,,1221221324484506880
1221220999979184896,792794,1,25,14811775,7ee02dfd,注入灵魂,1672672087,,,,1221220999979184896
1221220986851385344,807435,1,25,16777215,1150bd4,100w,1672672086,,,,1221220986851385344
1221220873638460416,375774,1,25,16777215,192a8781,传统艺能,1672672072,,,,1221220873638460416
1221220128889557760,493590,5,25,15138834,1e9d2f99,一个月？一年！,1672671983,,,,1221220128889557760
1221220013285917184,316991,1,25,16777215,a1302bfc,老板大气,1672671970,,,,1221220013285917184
1221219701028626176,316635,1,25,16777215,da6f4697,薛总大气,1672671932,,,,1221219701028626176
1221219280096846336,2419,1,25,16777215,8327bf9a,省流：刀个茄子,1672671882,,,,1221219280096846336
1221219073023813632,895550,1,25,16777215,d956d005,来人，上硬度计,1672671858,,,,1221219073023813632
1221219010922811136,314430,1,25,16777215,87cabecc,老板大气！！,1672671850,,,,1221219010922811136
1221218217587187200,229487,1,25,16777215,f78cb3b8,？？？？？？？？,1672671756,,,,1221218217587187200
1221217804347677440,317476,1,25,16777215,c15cc5f7,老板大气,1672671706,,,,1221217804347677440
1221217765374063360,173797,1,25,16777215,52d90f59,我带刀好认,1672671702,,,,1221217765374063360
1221217707677342208,311684,1,25,16777215,631a813f,老板大气,1672671695,,,,1221217707677342208
1221217519277500928,991349,1,25,16777215,39ea2dcb,这茶几是真的。。。其实完全可以从面板中间挖一块 然后再嵌块石头啥的补上 又是个好茶几,1672671672,,,,1221217519277500928
1221216899099406080,715635,1,25,16777215,6a0ba9da,辣椒粉（doge,1672671598,,,,1221216899099406080
1221216483972252160,270506,1,25,16777215,b2d928fa,？？？,1672671549,,,,1221216483972252160
1221215643953844480,990822,1,25,16777215,d8a0dc10,话说錾刻之前做三星堆黄金杖时不是已经练好了吗,1672671449,,,,1221215643953844480
1221215366358196736,77289,1,25,16777215,e619ca27,魔刀千刃,1672671416,,,,1221215366358196736
1221215190113300224,511915,1,25,16777215,6a0ba9da,边角料边角料，跪求,1672671395,,,,1221215190113300224
1221214994146945792,815347,1,25,16777215,39ea2dcb,讲真 这黄金我不心疼 主要心疼这个紫檀。。。,1672671371,,,,1221214994146945792
1221214833530594560,487132,1,25,16777215,d58e503,感觉可以再做一把，然后抽了吧,1672671352,,,,1221214833530594560
1221214776487808256,933724,5,25,16646914,968c4284,未成年茄子请在成年茄子陪同下观看,1672671345,,,,1221214776487808256
1221214603867298304,934374,1,25,16777215,219391b7,WDNMD,1672671325,,,,1221214603867298304
1221213341616391424,782573,1,25,16777215,a19f76ff,注入灵魂,1672671174,,,,1221213341616391424
1221213150414839040,268726,1,25,16777215,6a0ba9da,金丝楠木,1672671152,,,,1221213150414839040
1221212916062111744,684926,1,25,15138834,eeecd31e,没个电磨嘛,1672671124,,,,1221212916062111744
1221212874681257216,78985,1,25,16777215,b9d4a73b,入坑之作！,1672671119,,,,1221212874681257216
1221212771945967616,618345,1,25,16777215,39ea2dcb,他一直可以卡点的,1672671106,,,,1221212771945967616
1221212090833234176,51988,1,25,16777215,39d6efaf,ylg,1672671025,,,,1221212090833234176
1221212055047070720,50025,1,25,16777215,39d6efaf,啥卵,1672671021,,,,1221212055047070720
1221211936248029440,475851,1,25,16777215,890a95d2,打劫把边角料交出来,1672671007,,,,1221211936248029440
1221211454573673728,285090,5,25,15138834,e0a9225b,市场价：5000，仅仅指这个小桌子,1672670949,,,,1221211454573673728
1221211448450456064,417665,1,25,16777215,890a95d2,我想要边角料,1672670949,,,,1221211448450456064
1221211220523571968,226790,1,25,16777215,9b067338,⊙∀⊙？,1672670921,,,,1221211220523571968
1221210725797024768,832764,1,25,16777215,8d8b5243,爪子刀（崭新出厂）,1672670863,,,,1221210725797024768
1221210032260118272,198942,1,25,16777215,976bf4d5,每日一掏（错乱,1672670780,,,,1221210032260118272
1221209613811338240,462912,1,25,16777215,9aae0b33,我的粉粉,1672670730,,,,1221209613811338240
1221209590037761024,468720,1,25,16777215,b4e40981,我直接古法线切割,1672670727,,,,1221209590037761024
1221209355769481728,318120,1,25,16777215,a0c29445,老板大气,1672670699,,,,1221209355769481728
1221209167688562432,157579,1,25,15138834,95c57588,你什么身份！我带刀好人,1672670677,,,,1221209167688562432
1221208686627122176,788279,1,25,16777215,303c9534,注入灵魂,1672670619,,,,1221208686627122176
1221208640472791552,622,1,25,16646914,c9649c91,天宫市の小曲,1672670614,,,,1221208640472791552
1221208511195856128,317962,1,25,16777215,23b13b96,这也太浪费了吧,1672670599,,,,1221208511195856128
1221208412705434880,308734,1,25,16777215,49687834,roll了roll了（,1672670587,,,,1221208412705434880
1221208161944412416,771221,1,25,16707842,c1d1992e,人家又不是拿来卖的，你买得起吗你？,1672670557,,,,1221208161944412416
1221208140411253504,256159,1,25,16777215,86c18b2,可是金子很软啊,1672670554,,,,1221208140411253504
1221207827256024320,830234,4,25,16646914,1ecc5eaa,超过16万的刀,1672670517,,,,1221207827256024320
1221207494085828864,634044,1,25,11890,ccab1dd6,这也太细了吧！,1672670477,,,,1221207494085828864
1221207191617760256,612844,1,25,16777215,ccab1dd6,6666,1672670441,,,,1221207191617760256
1221207139054391808,423442,1,25,16777215,67761033,锻刀大会考虑一下,1672670435,,,,1221207139054391808
1221207050126939904,71169,1,25,16777215,bdd80894,《普通》,1672670424,,,,1221207050126939904
1221207038341035776,240369,5,25,16776960,63a6394d,简单快速验证是否真金：咬一口,1672670423,,,,1221207038341035776
1221206910062377216,908351,1,25,6830715,c5750890,So，让我试试刀吧！,1672670408,,,,1221206910062377216
1221206299891600384,939035,1,25,16777215,fd1ec380,csgo打钱,1672670335,,,,1221206299891600384
1221206304144596992,361754,1,25,16777215,8d8b5243,正片开始,1672670335,,,,1221206304144596992
1221206292786364160,113895,1,25,16777215,db2d22a9,不会断吗？问问十三,1672670334,,,,1221206292786364160
1221205799360438784,714430,1,25,16777215,717ddd38,狗哥说能Q,1672670275,,,,1221205799360438784
1221205320052079616,586060,1,25,16777215,1969550a,整个神经都绷得紧紧的,1672670218,,,,1221205320052079616
1221204836758958848,713631,1,25,16777215,aa61761c,浅哥，麒麟哥，我想收藏边角料,1672670160,,,,1221204836758958848
1221204730215298816,481602,1,25,16707842,fd4ec027,组团偷边角料(55/999),1672670148,,,,1221204730215298816
1221204639693773824,958265,1,25,15138834,78b9eab5,几十万的茶几，我足足不吃不喝8年的工资,1672670137,,,,1221204639693773824
1221204388312646656,276252,1,25,16777215,f0ac72a9,！？,1672670107,,,,1221204388312646656
1221203951349693696,510057,1,25,16777215,717ddd38,狗哥快乐刀,1672670055,,,,1221203951349693696
1221203698030941440,479958,1,25,16777215,738bab0b,边角料放着我来,1672670025,,,,1221203698030941440
1221203262813014016,209287,1,25,16777215,1b88c620,6000+出来,1672669973,,,,1221203262813014016
1221203225559065344,310970,1,25,16777215,6164c45b,11111111,1672669968,,,,1221203225559065344
1221203035389166592,712715,5,25,16646914,d1e1ab7b,下一期：AK-47 黄金藤蔓,1672669946,,,,1221203035389166592
1221202944599777536,706321,1,25,16777215,b462e746,爪子刀（★） | 传说 （还没出厂）,1672669935,,,,1221202944599777536
1221202934197395712,941395,1,25,16777215,9bc2502c,ROLL我ROLL我,1672669934,,,,1221202934197395712
1221202916531211008,323981,1,25,16777215,54c93b56,老板大气,1672669932,,,,1221202916531211008
1221202717729835264,594539,1,25,16777215,beb45ea5,才浅这是要成为未来考古学的劲敌么,1672669908,,,,1221202717729835264
1221202581548971264,449552,1,25,16777215,95ab0b7a,我看刑,1672669892,,,,1221202581548971264
1221202332138796288,400659,1,25,16777215,6cefe2cd,耳机党狂喜,1672669862,,,,1221202332138796288
1221201718931849472,195892,1,25,16777215,ff51b3d9,尬聊,1672669789,,,,1221201718931849472
1221201315280210944,947799,1,25,16777215,1bf8a1f9,磨刀石,1672669741,,,,1221201315280210944
1221200817600651008,348634,1,25,16777215,a3503627,真.炼金术士,1672669681,,,,1221200817600651008
1221200488540845824,515946,1,25,16777215,1aa8ba02,现在想打喷嚏但又不敢,1672669642,,,,1221200488540845824
1221200199905692672,735388,1,25,16777215,70e7a3df,你标价一百万有人买？真成交价多少自己看看别搁这硬云,1672669608,,,,1221200199905692672
1221199534261144832,248299,1,25,16777215,beb45ea5,哇～金色传说～,1672669528,,,,1221199534261144832
1221199496478896128,791436,5,25,16777215,dc1a5926,注入灵魂！！！！,1672669524,,,,1221199496478896128
1221199326853162752,360842,1,25,16777215,6446cbab,踩点好评,1672669504,,,,1221199326853162752
1221198654212658944,470323,1,25,16777215,10720b18,组团偷边角料（5/999）,1672669423,,,,1221198654212658944
1221198634499313152,430053,1,25,16777215,bc172920,太牛啦,1672669421,,,,1221198634499313152
1221198290985481472,233976,1,25,15138834,78b9eab5,随身掏黄金,1672669380,,,,1221198290985481472
1221197675739992576,315755,1,25,16777215,bc172920,抽我抽我,1672669307,,,,1221197675739992576
1221197608001968640,813779,1,25,16777215,722a1194,好棒,1672669299,,,,1221197608001968640
1221197306104323328,73100,1,25,16777215,4708630f,居然有印象,1672669263,,,,1221197306104323328
1221196560827085056,886329,5,25,16646914,55a1be8d,[ohhhhhh],1672669174,,,,1221196560827085056
1221196490018770688,176720,1,25,16777215,d03b5730,.,1672669165,,,,1221196490018770688
1221196471689718016,875707,5,25,16646914,55a1be8d,[ohhh],1672669163,,,,1221196471689718016
1221195973901246976,48874,1,25,16777215,6446cbab,逝品,1672669104,,,,1221195973901246976
1221195964858149120,698256,1,25,16777215,c6b1c198,不！我一年的工资,1672669103,,,,1221195964858149120
1221195709240655360,24259,1,25,16777215,776f9d5e,埃尔法,1672669072,,,,1221195709240655360
1221195477186673920,572569,1,25,16777215,fcedc02b,WC,1672669045,,,,1221195477186673920
1221195452322877440,951314,1,25,16777215,20e3f8f9,wdnmd,1672669042,,,,1221195452322877440
1221195368889720320,941351,1,25,16777215,20e3f8f9,wdmmd,1672669032,,,,1221195368889720320
1221195261079343360,229943,1,25,16777215,8cdcf59d,这就20w出去了,1672669019,,,,1221195261079343360
1221195202736216576,703926,5,25,16646914,55a1be8d,我在B站为桌子发声,1672669012,,,,1221195202736216576
1221195180330696960,2244,1,25,11890,f63d14c0,土豪,1672669009,,,,1221195180330696960
1221194936423368960,805430,1,25,16776960,48c16474,爪子刀（★） | 传说 （崭新出厂）,1672668980,,,,1221194936423368960
1221194926927328000,317933,1,25,16777215,61083dfa,刀身边角料送了,1672668979,,,,1221194926927328000
1221194521808079104,1000245,1,25,16777215,570cdd1f,这刀一个不得2000,1672668931,,,,1221194521808079104
1221194486257004544,394011,1,25,16777215,865d98f5,这金子不纯啊，这么硬,1672668927,,,,1221194486257004544
1221194184980061440,977532,1,25,16777215,8f992978,这刀比茶几已经值钱了╮(╯▽╰)╭,1672668891,,,,1221194184980061440
1221193943312893696,415081,1,25,16777215,fcedc02b,回旋镖,1672668862,,,,1221193943312893696
1221193897460522752,54700,1,25,16777215,a1bfbf1a,土豪x2,1672668856,,,,1221193897460522752
1221193822667626496,176239,1,25,16777215,d939a93,好家伙7000+,1672668847,,,,1221193822667626496
1221193641523990528,317540,1,25,16777215,d5626d36,边角料吗？好期待,1672668826,,,,1221193641523990528
1221193613002745344,756263,1,25,16777215,c9e26ae6,剩下的7000多人出来 ,1672668823,,,,1221193613002745344
1221193501325305088,45260,1,25,16777215,a1bfbf1a,住庄园,1672668809,,,,1221193501325305088
1221193371268297216,550394,1,25,16777215,60b55edc,组团〔998/999〕,1672668794,,,,1221193371268297216
1221193191743913728,223547,5,25,16776960,d1c07980,《身上的零钱》,1672668772,,,,1221193191743913728
1221193014660459520,383008,1,25,16777215,cddf4f0b,边角料回收,1672668751,,,,1221193014660459520
1221192939112616448,434018,1,25,16777215,55a1be8d,7000+,1672668742,,,,1221192939112616448
1221192507510389760,816660,1,25,16777215,120c2e93,太帅了,1672668691,,,,1221192507510389760
1221192512568390400,813230,1,25,16777215,75ef88e4,爪子刀（★） | 传说 （崭新出厂）,1672668691,,,,1221192512568390400
1221192338899421184,801897,1,25,16777215,120c2e93,芜湖,1672668671,,,,1221192338899421184
1221192315788435456,791141,1,25,16777215,75ef88e4,注入灵魂,1672668668,,,,1221192315788435456
1221192231575172608,736322,1,25,16777215,aa936d11,小叶紫檀,1672668658,,,,1221192231575172608
1221192141053861120,791727,1,25,16777215,8f992978,上蜡是防潮不是抛光虽然上蜡有亮光的效果,1672668647,,,,1221192141053861120
1221191569219128576,228688,1,25,16777215,8eb4af00,好家伙 不愧是薛总,1672668579,,,,1221191569219128576
1221191510867919616,565032,1,25,16777215,2a95a91c,妈妈问我为什么总是跪着看视频,1672668572,,,,1221191510867919616
1221190661311927040,209620,1,25,16777215,fcedc02b,大单来了,1672668471,,,,1221190661311927040
1221190610459991296,156498,1,25,15138834,afc9f25b,展示军火,1672668465,,,,1221190610459991296
1221190574372510976,1000854,1,25,16777215,35e687a9,说好的边角料呢,1672668460,,,,1221190574372510976
1221190563475399680,898786,1,25,16777215,3666959e,出错就回炉重铸,1672668459,,,,1221190563475399680
1221190042618542336,147500,1,25,16777215,fcedc02b,天堂,1672668397,,,,1221190042618542336
1221189818105553920,778936,1,25,16777215,33aa369,注入灵魂！,1672668370,,,,1221189818105553920
1221189518766855680,154876,1,25,16776960,48c16474,嘎嘎利亚,1672668334,,,,1221189518766855680
1221189059532538112,790235,1,25,16777215,9f9e55fa,注入灵魂,1672668280,,,,1221189059532538112
1221188556744417536,670867,1,25,16777215,ecd51ed2,柜子：我这辈子值了,1672668220,,,,1221188556744417536
1221187047742990336,973076,1,25,16777215,45775469,wc10000+,1672668040,,,,1221187047742990336
1221186845317161472,965308,1,25,16777215,26df03b,把茶几卖了，再买紫檀，要知道茶几的附加值比较高（说错勿喷,1672668016,,,,1221186845317161472
1221186448712358656,851600,1,25,16777215,2507abb0,这不整个双持,1672667968,,,,1221186448712358656
1221186292340410624,980807,1,25,16707842,2d73ef93,组团偷爪子刀（10/100）,1672667950,,,,1221186292340410624
1221185978488931328,287668,1,25,16777215,293577c,给你脑干钉个大榫卯！,1672667912,,,,1221185978488931328
1221185696212329984,980996,1,25,16777215,c5f8f878,为什么不在市场上买小叶紫檀的材料啊，我的天，是因为是穷鬼吗，我真的好心疼这茶几,1672667879,,,,1221185696212329984
1221185157286087168,1003,1,25,16777215,2474af3e,23小时，丢进岩浆里还能吃,1672667815,,,,1221185157286087168
1221185127145682432,721704,1,25,16777215,7064acd5,普通的就几万,1672667811,,,,1221185127145682432
1221185058334307072,804084,1,25,16777215,e81744a,这玩意，以后必然因为是才浅的手工而波动价值！,1672667803,,,,1221185058334307072
1221184803437765376,977280,1,25,16777215,fe0c2e,传家宝,1672667772,,,,1221184803437765376
1221184553515821056,700291,1,25,15772458,c43b7bbd,木头：习惯了,1672667743,,,,1221184553515821056
1221184473874705664,688639,1,25,15138834,45775469,粉丝先吃（dogs）,1672667733,,,,1221184473874705664
1221184389778816000,334795,1,25,16777215,fc51dbea,只因你太美（幻听）,1672667723,,,,1221184389778816000
1221184196094172416,785384,1,25,16777215,11ad2bee,注入灵魂,1672667700,,,,1221184196094172416
1221184082562645248,814867,5,25,15138834,de880ed3,爪子刀（★） | 传说 （崭新出厂）,1672667686,,,,1221184082562645248
1221183885413790976,664342,1,25,16777215,e81744a,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1672667663,,,,1221183885413790976
1221183738722215680,818257,1,25,16777215,be607172,这不再和抛光狂魔合作一波抛个光？,1672667645,,,,1221183738722215680
